"SID","SummerTemp","SN","TempCatS","JulyTemp","JN","TempCatJ","MaxD","MN","TempCatM","Max24.9","Max27","Flag","Year","Collector"
"14126",21.4516218297101,92,"Cool",23.4612069892473,31,"Warm",26.6686666666667,197,"Warm",8,2,NA,"2011","VOL"
"14443",16.9964950181159,92,"Cold",16.032126344086,31,"Cold",23.3849166666667,197,"Cool",1,0,NA,"2011","VOL"
"14444",21.2602916666667,92,"Cool",22.7590309139785,31,"Warm",26.1035833333333,196,"Cool",8,1,NA,"2011","VOL"
"14445",20.7975280797101,92,"Cool",22.0450793010753,31,"Cool",25.0804583333333,199,"Cool",3,0,NA,"2011","VOL"
"14532",19.1527558876812,92,"Cool",20.3603198924731,31,"Cool",24.1255833333333,127,"Cool",1,0,NA,"2011","VOL"
"15215",18.9674483695652,92,"Cool",19.8789448924731,31,"Cool",23.5202083333333,173,"Cool",1,0,NA,"2011","VOL"
"15319",20.9718011775362,92,"Cool",22.2206586021505,31,"Cool",25.5604583333333,240,"Cool",7,1,NA,"2011","VOL"
"15369",20.1758740942029,92,"Cool",20.8706344086022,31,"Cool",23.6827916666667,197,"Cool",1,0,NA,"2011","VOL"
"15370",19.441777173913,92,"Cool",19.7263037634409,31,"Cool",22.8045416666667,197,"Cool",0,0,NA,"2011","VOL"
"15380",19.1940923913043,92,"Cool",20.1217190860215,31,"Cool",23.71675,197,"Cool",1,0,NA,"2011","VOL"
"15581",19.6632336956522,92,"Cool",20.7815752688172,31,"Cool",24.0144583333333,138,"Cool",1,0,NA,"2011","VOL"
"15787",21.0246173007246,92,"Cool",22.305935483871,31,"Warm",26.269625,240,"Cool",20,3,NA,"2011","VOL"
"15839",16.6002105978261,92,"Cold",16.7208212365591,31,"Cold",22.675875,267,"Cool",0,0,NA,"2011","VOL"
"16039",20.4935185688406,92,"Cool",21.6692298387097,31,"Cool",24.7997083333333,138,"Cool",2,0,NA,"2011","VOL"
"16040",19.7992749094203,92,"Cool",21.0411948924731,31,"Cool",24.7390416666667,138,"Cool",2,0,NA,"2011","VOL"
"16083",19.5888038949275,92,"Cool",19.8466088709677,31,"Cool",23.5616666666667,138,"Cool",2,2,NA,"2011","VOL"
"16094",19.7834569746377,92,"Cool",20.1565067204301,31,"Cool",23.3434583333333,138,"Cool",3,2,NA,"2011","VOL"
"16095",19.3826245471015,92,"Cool",20.2912580645161,31,"Cool",23.70675,138,"Cool",1,0,NA,"2011","VOL"
"16096",20.1092730978261,92,"Cool",21.2674543010753,31,"Cool",24.7434166666667,138,"Cool",3,0,NA,"2011","VOL"
"16253",19.213125,92,"Cool",20.1275322580645,31,"Cool",23.2177083333333,138,"Cool",1,0,NA,"2011","VOL"
"16261",19.6502817028985,92,"Cool",20.6581599462366,31,"Cool",23.998,196,"Cool",2,0,NA,"2011","VOL"
"16420",20.8864578804348,92,"Cool",22.2139811827957,31,"Cool",27.2980416666667,138,"Warm",28,22,NA,"2011","VOL"
"16422",19.0868519021739,92,"Cool",20.0812298387097,31,"Cool",23.2752916666667,138,"Cool",1,0,NA,"2011","VOL"
"16423",18.3254669384058,92,"Cool",19.2440282258065,31,"Cool",22.74075,138,"Cool",0,0,NA,"2011","VOL"
"16424",22.2988192934783,92,"Warm",23.6146787634409,31,"Warm",26.6245833333333,138,"Warm",33,6,NA,"2011","VOL"
"16425",20.3795865036232,92,"Cool",21.6129206989247,31,"Cool",25.047375,138,"Cool",4,1,NA,"2011","VOL"
