"SID","SummerTemp","SN","TempCatS","JulyTemp","JN","TempCatJ","MaxD","MN","TempCatM","Max24.9","Max27","Flag","Year","Collector"
"14126",21.6329877717391,92,"Cool",24.0687392473118,31,"Warm",26.7530416666667,116,"Warm",16,2,NA,"2013","VOL"
"14166",20.3947807971015,92,"Cool",22.850436827957,31,"Warm",25.91025,135,"Cool",13,0,NA,"2013","VOL"
"14207",22.911178442029,92,"Warm",25.4485739247312,31,"Warm",28.247,171,"Warm",32,13,NA,"2013","VOL"
"14443",18.4075960144928,92,"Cool",18.7583279569892,31,"Cool",24.1615,119,"Cool",3,0,NA,"2013","VOL"
"14459",19.7005792572464,92,"Cool",21.9414838709677,31,"Cool",24.3717916666667,129,"Cool",0,0,NA,"2013","VOL"
"14532",19.0106426630435,92,"Cool",21.3276491935484,31,"Cool",24.0146666666667,131,"Cool",4,0,NA,"2013","VOL"
"14600",19.3452413949275,92,"Cool",21.6327836021505,31,"Cool",23.7134166666667,171,"Cool",0,0,NA,"2013","VOL"
"14878",20.0658419384058,92,"Cool",22.598561827957,31,"Warm",25.2635833333333,171,"Cool",10,0,NA,"2013","VOL"
"15009",20.7364378019324,69,"Cool",22.3033669354839,31,"Warm",24.7889583333333,118,"Cool",10,0,1,"2013","VOL"
"15012",20.6722608695652,69,"Cool",22.005439516129,31,"Cool",24.531,117,"Cool",5,0,1,"2013","VOL"
"15025",19.9769610805861,91,"Cool",22.1793185483871,31,"Cool",25.2385416666667,140,"Cool",7,0,1,"2013","VOL"
"15216",17.9641888586957,92,"Cold",18.8610752688172,31,"Cool",21.6347916666667,131,"Cold",0,0,NA,"2013","VOL"
"15278",21.3902977777778,75,"Cool",22.7802849462366,31,"Warm",25.3090833333333,162,"Cool",11,0,1,"2013","VOL"
"15364",21.1999044384058,92,"Cool",23.7901290322581,31,"Warm",27.001125,116,"Warm",17,4,NA,"2013","VOL"
"15369",20.5326648550725,92,"Cool",22.2951384408602,31,"Cool",25.0315,116,"Cool",8,0,NA,"2013","VOL"
"15388",20.2393557692308,91,"Cool",22.5362016129032,31,"Warm",25.6738333333333,140,"Cool",8,0,1,"2013","VOL"
"15581",18.6336336050725,92,"Cool",20.5105107526882,31,"Cool",22.0724166666667,132,"Cold",0,0,NA,"2013","VOL"
"15785",20.720325634058,92,"Cool",23.4803172043011,31,"Warm",26.0579583333333,129,"Cool",20,5,NA,"2013","VOL"
"15793",17.7042912137681,92,"Cold",18.8834408602151,31,"Cool",21.5184166666667,122,"Cold",0,0,NA,"2013","VOL"
"15839",18.2991186594203,92,"Cool",20.3035107526882,31,"Cool",22.9755833333333,135,"Cool",1,0,NA,"2013","VOL"
"15878",19.6760502717391,92,"Cool",22.0447284946237,31,"Cool",24.4144583333333,171,"Cool",3,0,NA,"2013","VOL"
"16083",18.7261308876812,92,"Cool",21.055372311828,31,"Cool",23.58325,133,"Cool",1,0,NA,"2013","VOL"
"16094",19.5591385869565,92,"Cool",21.6828830645161,31,"Cool",24.043875,134,"Cool",3,0,NA,"2013","VOL"
"16095",19.5414202898551,92,"Cool",21.6969543010753,31,"Cool",24.233125,128,"Cool",4,0,NA,"2013","VOL"
"16239",17.5785557065217,92,"Cold",18.7465806451613,31,"Cool",20.7315,122,"Cold",0,0,NA,"2013","VOL"
"16246",20.9525683876812,92,"Cool",23.6037661290323,31,"Warm",26.986375,171,"Warm",18,5,NA,"2013","VOL"
"16253",19.9494420289855,92,"Cool",22.3974784946237,31,"Warm",24.9869583333333,134,"Cool",10,1,NA,"2013","VOL"
"16258",14.744299365942,92,"Cold",15.5309301075269,31,"Cold",19.9515833333333,122,"Cold",0,0,NA,"2013","VOL"
"16333",17.5184922161172,91,"Cold",19.1850349462366,31,"Cool",21.45625,140,"Cold",4,1,1,"2013","VOL"
"16420",20.1282486413043,92,"Cool",22.3636438172043,31,"Warm",25.3471666666667,133,"Cool",10,0,NA,"2013","VOL"
"16422",18.6136675724638,92,"Cool",20.8406088709677,31,"Cool",23.4088333333333,135,"Cool",0,0,NA,"2013","VOL"
"16425",20.515981884058,92,"Cool",22.8505241935484,31,"Warm",25.55075,132,"Cool",10,0,NA,"2013","VOL"
"16431",19.1854160628019,69,"Cool",20.4451666666667,31,"Cool",23.440125,117,"Cool",1,0,1,"2013","VOL"
"16617",21.2994397644928,92,"Cool",23.9906048387097,31,"Warm",26.905875,128,"Warm",22,10,NA,"2013","VOL"
"16795",20.0640327777778,75,"Cool",21.7560134408602,31,"Cool",24.9455,162,"Cool",3,0,1,"2013","VOL"
"17269",18.6975113224638,92,"Cool",21.0161290322581,31,"Cool",24.0517083333333,122,"Cool",4,0,NA,"2013","VOL"
"17321",20.7335750915751,91,"Cool",22.1087836021505,31,"Cool",25.3822083333333,140,"Cool",9,0,1,"2013","VOL"
"17325",21.1989070048309,69,"Cool",22.4887822580645,31,"Warm",25.6389583333333,118,"Cool",8,0,1,"2013","VOL"
"17567",20.6988654891304,92,"Cool",23.2199731182796,31,"Warm",25.7434583333333,167,"Cool",17,3,NA,"2013","VOL"
"17595",18.7107463768116,92,"Cool",20.866248655914,31,"Cool",23.405125,171,"Cool",3,0,NA,"2013","VOL"
"18055",20.7722746212121,88,"Cool",22.9915376344086,31,"Warm",25.5546666666667,175,"Cool",12,0,1,"2013","VOL"
"18390",20.865397192029,92,"Cool",23.2239704301075,31,"Warm",27.036625,128,"Warm",11,3,NA,"2013","VOL"
"18391",21.3519375,92,"Cool",24.0370403225806,31,"Warm",27.0329166666667,230,"Warm",23,12,NA,"2013","VOL"
"18396",19.9058876811594,69,"Cool",21.294001344086,31,"Cool",23.9415833333333,118,"Cool",3,0,1,"2013","VOL"
"18398",21.3590713091257,91,"Cool",23.5585791666667,30,"Warm",26.4968695652174,233,"Warm",18,4,1,"2013","VOL"
"18423",19.6563596014493,92,"Cool",22.1031155913978,31,"Cool",24.839,167,"Cool",12,2,NA,"2013","VOL"
"18497",17.054825634058,92,"Cold",18.8416586021505,31,"Cool",21.0145,167,"Cold",0,0,NA,"2013","VOL"
"18499",18.8091938405797,92,"Cool",21.2267715053763,31,"Cool",23.2363333333333,167,"Cool",1,0,NA,"2013","VOL"
"18500",18.3823066123188,92,"Cool",20.6284556451613,31,"Cool",22.631375,187,"Cool",0,0,NA,"2013","VOL"
