"SID","SummerTemp","SN","TempCatS","JulyTemp","JN","TempCatJ","MaxD","MN","TempCatM","Max24.9","Max27","Flag","Year","Collector"
"14166",19.9050801630435,92,"Cool",20.9104502688172,31,"Cool",23.7838333333333,138,"Cool",1,0,NA,"2015","VOL"
"14172",19.0367744565217,92,"Cool",19.9417365591398,31,"Cool",22.6239166666667,138,"Cool",0,0,NA,"2015","VOL"
"14355",18.3536372282609,92,"Cool",19.2501706989247,31,"Cool",21.3872916666667,295,"Cold",0,0,NA,"2015","VOL"
"14459",20.3354311594203,92,"Cool",21.149623655914,31,"Cool",23.394875,266,"Cool",6,0,NA,"2015","VOL"
"14532",19.1014732789855,92,"Cool",19.8921370967742,31,"Cool",22.3627083333333,266,"Cold",0,0,NA,"2015","VOL"
"15009",18.8050538949275,92,"Cool",19.5529543010753,31,"Cool",21.4040833333333,298,"Cold",0,0,NA,"2015","VOL"
"15012",20.4499089673913,92,"Cool",21.1879610215054,31,"Cool",23.3302083333333,298,"Cool",0,0,NA,"2015","VOL"
"15025",20.281990942029,92,"Cool",21.1438615591398,31,"Cool",23.428375,296,"Cool",0,0,NA,"2015","VOL"
"15388",20.5808233695652,92,"Cool",21.4730174731183,31,"Cool",23.8839583333333,296,"Cool",2,0,NA,"2015","VOL"
"15581",18.9703980978261,92,"Cool",19.8844744623656,31,"Cool",22.72625,138,"Cool",0,0,NA,"2015","VOL"
"15785",19.6433188405797,92,"Cool",20.5915698924731,31,"Cool",22.6591666666667,266,"Cool",0,0,NA,"2015","VOL"
"15793",15.2201059782609,92,"Cold",14.1452836021505,31,"Cold",22.068,266,"Cold",1,0,NA,"2015","VOL"
"15839",15.5962192028986,92,"Cold",15.9546061827957,31,"Cold",19.109625,138,"Cold",0,0,NA,"2015","VOL"
"16036",20.3421503623188,92,"Cool",21.3497594086022,31,"Cool",23.5632916666667,298,"Cool",3,0,NA,"2015","VOL"
"16094",18.9766875,92,"Cool",19.6845873655914,31,"Cool",21.9132916666667,138,"Cold",0,0,NA,"2015","VOL"
"16095",19.2651657608696,92,"Cool",19.9037405913978,31,"Cool",22.429375,138,"Cool",5,0,NA,"2015","VOL"
"16139",18.5262042572464,92,"Cool",19.3208615591398,31,"Cool",20.8927916666667,146,"Cold",0,0,NA,"2015","VOL"
"16239",15.498097826087,92,"Cold",14.4687580645161,31,"Cold",23.1508333333333,266,"Cool",1,0,NA,"2015","VOL"
"16258",11.343160326087,92,"Cold",9.81054569892473,31,"Cold",20.6850416666667,266,"Cold",0,0,NA,"2015","VOL"
"16333",17.4468654891304,92,"Cold",18.0741008064516,31,"Cold",20.2854583333333,296,"Cold",1,0,NA,"2015","VOL"
"16420",19.9885557065217,92,"Cool",20.7039865591398,31,"Cool",23.803,138,"Cool",9,1,NA,"2015","VOL"
"16431",18.4832432065217,92,"Cool",19.283685483871,31,"Cool",21.849625,150,"Cold",0,0,NA,"2015","VOL"
"16566",19.9273867753623,92,"Cool",20.974125,31,"Cool",23.114875,266,"Cool",0,0,NA,"2015","VOL"
"17269",19.0404107789855,92,"Cool",19.7834637096774,31,"Cool",22.4148333333333,266,"Cool",1,0,NA,"2015","VOL"
"17321",18.9030901268116,92,"Cool",19.8424758064516,31,"Cool",22.8097083333333,298,"Cool",1,0,NA,"2015","VOL"
"17567",19.24665625,92,"Cool",20.4268091397849,31,"Cool",22.6844583333333,215,"Cool",5,0,NA,"2015","VOL"
"18423",20.3650905797101,92,"Cool",21.4470161290323,31,"Cool",23.7816666666667,215,"Cool",4,0,NA,"2015","VOL"
"18678",19.7604933481153,41,"Cool",19.6419861111111,9,"Cool",21.4452083333333,288,"Cold",0,0,1,"2015","VOL"
"18679",21.6345327974871,41,"Cool",21.45125,9,"Cool",23.8542083333333,288,"Cool",2,0,1,"2015","VOL"
"18680",21.6673545824095,41,"Cool",21.2735509259259,9,"Cool",23.651875,288,"Cool",1,0,1,"2015","VOL"
