"SID","SummerTemp","SN","TempCatS","JulyTemp","JN","TempCatJ","MaxD","MN","TempCatM","Max24.9","Max27","Flag","Year","Collector"
"14206",22.1996607789855,92,"Warm",23.9138897849462,31,"Warm",25.6195,159,"Cool",34,2,NA,"2014","VOL"
"14355",18.268700634058,92,"Cold",19.6351034946237,31,"Cool",21.7580416666667,214,"Cold",0,0,NA,"2014","VOL"
"14459",20.0631992753623,92,"Cool",21.4762271505376,31,"Cool",23.0200833333333,215,"Cool",2,0,NA,"2014","VOL"
"14532",18.6335946557971,92,"Cool",19.9362069892473,31,"Cool",21.6891666666667,215,"Cold",0,0,NA,"2014","VOL"
"14609",21.8370018115942,92,"Warm",23.5260712365591,31,"Warm",25.5849583333333,159,"Cool",51,14,NA,"2014","VOL"
"15009",18.65428125,92,"Cool",19.392623655914,31,"Cool",21.2462083333333,214,"Cold",0,0,NA,"2014","VOL"
"15012",19.8792567934783,92,"Cool",21.1184059139785,31,"Cool",22.6806666666667,214,"Cool",1,0,NA,"2014","VOL"
"15025",19.5680842391304,92,"Cool",20.7363413978495,31,"Cool",23.49,214,"Cool",3,2,NA,"2014","VOL"
"15151",20.4838337862319,92,"Cool",21.9925524193548,31,"Cool",24.3516666666667,159,"Cool",10,0,NA,"2014","VOL"
"15388",19.9830969202899,92,"Cool",21.2997150537634,31,"Cool",22.8312916666667,214,"Cool",0,0,NA,"2014","VOL"
"15581",18.8611363224638,92,"Cool",20.2650900537634,31,"Cool",22.477625,129,"Cool",0,0,NA,"2014","VOL"
"15785",20.0275249094203,92,"Cool",21.5430672043011,31,"Cool",23.7324583333333,215,"Cool",1,0,NA,"2014","VOL"
"15793",16.1490751811594,92,"Cold",17.1131088709677,31,"Cold",20.7610416666667,215,"Cold",0,0,NA,"2014","VOL"
"15839",15.695152173913,92,"Cold",16.5859905913978,31,"Cold",18.8848333333333,133,"Cold",0,0,NA,"2014","VOL"
"16036",19.8408673007246,92,"Cool",21.0951586021505,31,"Cool",22.5512916666667,214,"Cool",0,0,NA,"2014","VOL"
"16039",19.4601734601449,92,"Cool",20.7026801075269,31,"Cool",22.9734583333333,129,"Cool",1,0,NA,"2014","VOL"
"16083",17.8227323369565,92,"Cold",19.2229274193548,31,"Cool",21.1272916666667,121,"Cold",0,0,NA,"2014","VOL"
"16094",18.6258763586957,92,"Cool",19.7893172043011,31,"Cool",22.073625,129,"Cold",0,0,NA,"2014","VOL"
"16095",18.5025190217391,92,"Cool",19.6664166666667,31,"Cool",21.9850416666667,129,"Cold",0,0,NA,"2014","VOL"
"16239",16.8380396586345,83,"Cold",16.8518911290323,31,"Cold",21.9732083333333,205,"Cold",0,0,1,"2014","VOL"
"16253",18.8817445652174,92,"Cool",20.2805739247312,31,"Cool",22.580125,129,"Cool",0,0,NA,"2014","VOL"
"16258",13.0764279891304,92,"Cold",12.1098373655914,31,"Cold",20.1712083333333,215,"Cold",0,0,NA,"2014","VOL"
"16333",16.7311426630435,92,"Cold",17.7112258064516,31,"Cold",19.75425,214,"Cold",0,0,NA,"2014","VOL"
"16420",19.5966920289855,92,"Cool",20.862125,31,"Cool",23.5196666666667,121,"Cool",17,6,NA,"2014","VOL"
"16422",18.2565923913043,92,"Cold",19.5746397849462,31,"Cool",20.9449166666667,129,"Cold",0,0,NA,"2014","VOL"
"16425",19.6399769021739,92,"Cool",20.9714852150538,31,"Cool",23.0445416666667,129,"Cool",2,0,NA,"2014","VOL"
"16431",17.9138673007246,92,"Cold",19.1590846774194,31,"Cool",21.11425,132,"Cold",0,0,NA,"2014","VOL"
"16566",19.8937296195652,92,"Cool",20.8996680107527,31,"Cool",22.9570833333333,215,"Cool",1,0,NA,"2014","VOL"
"16699",17.082879076087,92,"Cold",18.4647997311828,31,"Cool",20.0977083333333,159,"Cold",0,0,NA,"2014","VOL"
"17055",20.6056490036232,92,"Cool",22.2384435483871,31,"Cool",25.3370833333333,159,"Cool",13,1,NA,"2014","VOL"
"17269",18.7122563405797,92,"Cool",20.1257217741935,31,"Cool",22.1489166666667,215,"Cold",0,0,NA,"2014","VOL"
"17321",18.2839615036232,92,"Cold",19.5664099462366,31,"Cool",21.654875,214,"Cold",0,0,NA,"2014","VOL"
"17567",19.4828958333333,92,"Cool",20.9502620967742,31,"Cool",23.6662083333333,276,"Cool",1,0,NA,"2014","VOL"
"17595",17.6035874094203,92,"Cold",19.1392634408602,31,"Cool",21.2932916666667,159,"Cold",0,0,NA,"2014","VOL"
"18391",20.5863546195652,92,"Cool",22.2829610215054,31,"Cool",25.21075,269,"Cool",16,2,NA,"2014","VOL"
"18395",20.0069732789855,92,"Cool",21.3313373655914,31,"Cool",22.7796666666667,136,"Cool",0,0,NA,"2014","VOL"
"18423",18.3566005434783,92,"Cool",19.9515174731183,31,"Cool",22.404,276,"Cool",1,0,NA,"2014","VOL"
"18504",18.2899365942029,92,"Cold",19.7375967741935,31,"Cool",22.40625,159,"Cool",0,0,NA,"2014","VOL"
"18766",19.3145946557971,92,"Cool",20.7273803763441,31,"Cool",22.6929583333333,159,"Cool",4,0,NA,"2014","VOL"
"18827",18.6048097826087,92,"Cool",20.4719220430108,31,"Cool",23.44425,159,"Cool",2,0,NA,"2014","VOL"
"18829",16.2713913043478,92,"Cold",17.1338991935484,31,"Cold",20.8455,129,"Cold",0,0,NA,"2014","VOL"
