"SID","SummerTemp","SN","TempCatS","JulyTemp","JN","TempCatJ","MaxD","MN","TempCatM","Max24.9","Max27","Flag","Year","Collector"
"14126",19.9235362318841,92,"Cool",20.5063884408602,31,"Cool",24.9645833333333,173,"Cool",4,0,NA,"2009","VOL"
"14172",18.3685235507246,92,"Cool",18.591626344086,31,"Cool",22.7820833333333,150,"Cool",0,0,NA,"2009","VOL"
"14283",19.657089673913,92,"Cool",20.0271088709677,31,"Cool",24.119125,173,"Cool",5,0,NA,"2009","VOL"
"14443",17.8886639492754,92,"Cold",18.1739690860215,31,"Cold",24.3063333333333,175,"Cool",1,0,NA,"2009","VOL"
"14445",19.5470063405797,92,"Cool",19.9490120967742,31,"Cool",23.3571666666667,176,"Cool",0,0,NA,"2009","VOL"
"14532",17.8347916666667,92,"Cold",18.1988400537634,31,"Cold",22.061,173,"Cold",0,0,NA,"2009","VOL"
"15215",17.6308546195652,92,"Cold",18.0204516129032,31,"Cold",20.737625,173,"Cold",0,0,NA,"2009","VOL"
"15320",19.3875774456522,92,"Cool",19.8296935483871,31,"Cool",23.1992083333333,173,"Cool",0,0,NA,"2009","VOL"
"15364",19.7180629528985,92,"Cool",20.1793185483871,31,"Cool",24.530625,172,"Cool",1,0,NA,"2009","VOL"
"15369",19.2849402173913,92,"Cool",19.500623655914,31,"Cool",23.7030833333333,172,"Cool",0,0,NA,"2009","VOL"
"15370",18.9013731884058,92,"Cool",19.0997728494624,31,"Cool",23.9588333333333,173,"Cool",1,0,NA,"2009","VOL"
"15380",19.0533976449275,92,"Cool",19.9321827956989,31,"Cool",23.5696666666667,172,"Cool",0,0,NA,"2009","VOL"
"15571",17.3692386775362,92,"Cold",17.6142607526882,31,"Cold",21.6325833333333,173,"Cold",0,0,NA,"2009","VOL"
"15581",18.4914492753623,92,"Cool",18.6529032258065,31,"Cool",23.77,153,"Cool",1,0,NA,"2009","VOL"
"15839",15.7903940217391,92,"Cold",15.7587096774194,31,"Cold",20.38125,150,"Cold",0,0,NA,"2009","VOL"
"16039",18.9266711956522,92,"Cool",19.2291666666667,31,"Cool",23.5616666666667,150,"Cool",1,0,NA,"2009","VOL"
"16040",18.5991621376812,92,"Cool",18.8538306451613,31,"Cool",23.2983333333333,150,"Cool",1,0,NA,"2009","VOL"
"16083",17.8020018115942,92,"Cold",18.0614247311828,31,"Cold",21.8254166666667,149,"Cold",0,0,NA,"2009","VOL"
"16094",18.4366440217391,92,"Cool",18.7239516129032,31,"Cool",22.3779166666667,145,"Cold",1,1,NA,"2009","VOL"
"16095",18.6489538043478,92,"Cool",18.9578494623656,31,"Cool",22.3745833333333,150,"Cold",0,0,NA,"2009","VOL"
"16096",18.8817436594203,92,"Cool",19.2173924731183,31,"Cool",23.5833333333333,150,"Cool",1,0,NA,"2009","VOL"
"16253",18.2359963768116,92,"Cold",18.502997311828,31,"Cool",22.1875,150,"Cold",0,0,NA,"2009","VOL"
"16347",20.6532527173913,92,"Cool",21.1589946236559,31,"Cool",25.7782083333333,172,"Cool",7,0,NA,"2009","VOL"
"16420",18.969660326087,92,"Cool",19.2275,31,"Cool",23.4041666666667,149,"Cool",0,0,NA,"2009","VOL"
"16422",17.8971059782609,92,"Cold",18.1640994623656,31,"Cold",21.8245833333333,149,"Cold",0,0,NA,"2009","VOL"
"16423",16.9432273550725,92,"Cold",17.1774717741935,31,"Cold",21.4425,151,"Cold",0,0,NA,"2009","VOL"
"16424",21.4770389492754,92,"Cool",22.1108938172043,31,"Cool",26.3188333333333,151,"Warm",30,8,NA,"2009","VOL"
"16425",19.2003713768116,92,"Cool",19.4606182795699,31,"Cool",23.2558333333333,149,"Cool",1,0,NA,"2009","VOL"
"17338",18.217294384058,92,"Cold",18.592377688172,31,"Cool",22.0451666666667,173,"Cold",0,0,NA,"2009","VOL"
