"SID","SummerTemp","SN","TempCatS","JulyTemp","JN","TempCatJ","MaxD","MN","TempCatM","Max24.9","Max27","Flag","Year","Collector"
"15010",21.5645874094203,92,"Cool",22.7296034946237,31,"Warm",25.5227916666667,144,"Cool",29,3,NA,"2018","VOL"
"15315",18.5995656702899,92,"Cool",19.7360900537634,31,"Cool",22.2252083333333,124,"Cold",0,0,NA,"2018","VOL"
"15322",21.061915307971,92,"Cool",22.5391344086022,31,"Warm",25.5169166666667,151,"Cool",11,0,NA,"2018","VOL"
"15581",20.5510797101449,92,"Cool",22.0098897849462,31,"Cool",24.8355,151,"Cool",15,1,NA,"2018","VOL"
"15801",20.8320285326087,92,"Cool",22.2781518817204,31,"Cool",25.171,151,"Cool",18,2,NA,"2018","VOL"
"16113",20.0285892210145,92,"Cool",21.0341962365591,31,"Cool",23.2259166666667,116,"Cool",0,0,NA,"2018","VOL"
"16123",18.9668179347826,92,"Cool",19.859997311828,31,"Cool",22.286875,124,"Cold",0,0,NA,"2018","VOL"
"16210",22.1663740942029,92,"Warm",23.365811827957,31,"Warm",26.4763333333333,153,"Warm",27,3,NA,"2018","VOL"
"16449",20.3812259963768,92,"Cool",21.8446680107527,31,"Cool",24.7182916666667,151,"Cool",11,1,NA,"2018","VOL"
"16637",21.3904221014493,92,"Cool",22.4773534946237,31,"Warm",25.219625,124,"Cool",24,2,NA,"2018","VOL"
"16697",17.8085108695652,92,"Cold",18.594622311828,31,"Cool",21.769,153,"Cold",0,0,NA,"2018","VOL"
"17344",22.355022192029,92,"Warm",23.2501787634409,31,"Warm",26.2696666666667,153,"Cool",25,2,NA,"2018","VOL"
"17345",20.1382142210145,92,"Cool",21.1631639784946,31,"Cool",23.8656666666667,151,"Cool",6,0,NA,"2018","VOL"
"17818",17.9034904891304,92,"Cold",18.9755887096774,31,"Cool",21.54525,153,"Cold",0,0,NA,"2018","VOL"
"18421",20.583924365942,92,"Cool",22.0857258064516,31,"Cool",25.0592916666667,151,"Cool",16,3,NA,"2018","VOL"
"18518",21.3750548007246,92,"Cool",22.5650658602151,31,"Warm",25.51225,124,"Cool",23,4,NA,"2018","VOL"
"18754",20.9038505434783,92,"Cool",22.3663655913978,31,"Warm",25.1482916666667,151,"Cool",20,1,NA,"2018","VOL"
"18871",22.6129361413043,92,"Warm",23.7113387096774,31,"Warm",27.972875,113,"Warm",56,32,NA,"2018","VOL"
"19160",20.1564404761905,91,"Cool",20.8480564516129,31,"Cool",24.5296666666667,130,"Cool",15,3,1,"2018","VOL"
"19456",22.5882418478261,92,"Warm",23.2027325268817,31,"Warm",26.4411666666667,140,"Warm",34,14,NA,"2018","VOL"
"19743",20.6872312271062,91,"Cool",21.4582271505376,31,"Cool",24.5857083333333,130,"Cool",14,0,1,"2018","VOL"
"19744",18.2787415730337,89,"Cold",18.8001706989247,31,"Cool",21.2139583333333,142,"Cold",1,0,1,"2018","VOL"
"19746",17.5598506554307,89,"Cold",18.0581048387097,31,"Cold",20.7031666666667,142,"Cold",0,0,1,"2018","VOL"
"19747",17.1948685897436,91,"Cold",18.2823615591398,31,"Cold",20.259625,130,"Cold",0,0,1,"2018","VOL"
"19748",19.0616968864469,91,"Cool",19.6387096774194,31,"Cool",23.1274583333333,130,"Cool",0,0,1,"2018","VOL"
"19751",18.2341350732601,91,"Cold",19.456875,31,"Cool",21.596,130,"Cold",0,0,1,"2018","VOL"
"19752",19.7442458791209,91,"Cool",20.7783440860215,31,"Cool",23.233375,130,"Cool",2,0,1,"2018","VOL"
"19766",17.4044565217391,92,"Cold",18.5208333333333,31,"Cool",20.7283333333333,287,"Cold",0,0,NA,"2018","VOL"
"19811",20.664245923913,92,"Cool",21.158497311828,31,"Cool",24.5245833333333,238,"Cool",10,0,NA,"2018","VOL"
"19812",18.9248278985507,92,"Cool",19.8360497311828,31,"Cool",22.7656666666667,226,"Cool",0,0,NA,"2018","VOL"
"19816",18.3315529891304,92,"Cool",18.4047365591398,31,"Cold",22.1984583333333,124,"Cold",0,0,NA,"2018","VOL"
"19843",20.2433591485507,92,"Cool",20.9995524193548,31,"Cool",23.0355833333333,124,"Cool",0,0,NA,"2018","VOL"
