DATE_TIME,TEMP,UOM,PROBEID,SID,COLLECTOR,PROBE_TYPE
2/24/2017 23:00,7.13,deg C,10678300,19754,VOL,U24
2/25/2017 0:00,7.17,deg C,10678300,19754,VOL,U24
2/25/2017 1:00,7.25,deg C,10678300,19754,VOL,U24
2/25/2017 2:00,7.38,deg C,10678300,19754,VOL,U24
2/25/2017 3:00,7.46,deg C,10678300,19754,VOL,U24
2/25/2017 4:00,7.43,deg C,10678300,19754,VOL,U24
2/25/2017 5:00,7.47,deg C,10678300,19754,VOL,U24
2/25/2017 6:00,7.49,deg C,10678300,19754,VOL,U24
2/25/2017 7:00,7.54,deg C,10678300,19754,VOL,U24
2/25/2017 8:00,7.66,deg C,10678300,19754,VOL,U24
2/25/2017 9:00,7.78,deg C,10678300,19754,VOL,U24
2/25/2017 10:00,7.92,deg C,10678300,19754,VOL,U24
2/25/2017 11:00,8.03,deg C,10678300,19754,VOL,U24
2/25/2017 12:00,8.36,deg C,10678300,19754,VOL,U24
2/25/2017 13:00,8.73,deg C,10678300,19754,VOL,U24
2/25/2017 14:00,9,deg C,10678300,19754,VOL,U24
2/25/2017 15:00,9.11,deg C,10678300,19754,VOL,U24
2/25/2017 16:00,9.26,deg C,10678300,19754,VOL,U24
2/25/2017 17:00,9.3,deg C,10678300,19754,VOL,U24
2/25/2017 18:00,9.31,deg C,10678300,19754,VOL,U24
2/25/2017 19:00,9.17,deg C,10678300,19754,VOL,U24
2/25/2017 20:00,8.72,deg C,10678300,19754,VOL,U24
2/25/2017 21:00,8.27,deg C,10678300,19754,VOL,U24
2/25/2017 22:00,7.69,deg C,10678300,19754,VOL,U24
2/25/2017 23:00,7.28,deg C,10678300,19754,VOL,U24
2/26/2017 0:00,6.85,deg C,10678300,19754,VOL,U24
2/26/2017 1:00,6.47,deg C,10678300,19754,VOL,U24
2/26/2017 2:00,6.11,deg C,10678300,19754,VOL,U24
2/26/2017 3:00,5.79,deg C,10678300,19754,VOL,U24
2/26/2017 4:00,5.42,deg C,10678300,19754,VOL,U24
2/26/2017 5:00,5.17,deg C,10678300,19754,VOL,U24
2/26/2017 6:00,4.93,deg C,10678300,19754,VOL,U24
2/26/2017 7:00,4.66,deg C,10678300,19754,VOL,U24
2/26/2017 8:00,4.51,deg C,10678300,19754,VOL,U24
2/26/2017 9:00,4.46,deg C,10678300,19754,VOL,U24
2/26/2017 10:00,4.51,deg C,10678300,19754,VOL,U24
2/26/2017 11:00,4.62,deg C,10678300,19754,VOL,U24
2/26/2017 12:00,4.8,deg C,10678300,19754,VOL,U24
2/26/2017 13:00,5.03,deg C,10678300,19754,VOL,U24
2/26/2017 14:00,5.09,deg C,10678300,19754,VOL,U24
2/26/2017 15:00,5.16,deg C,10678300,19754,VOL,U24
2/26/2017 16:00,5.13,deg C,10678300,19754,VOL,U24
2/26/2017 17:00,5.07,deg C,10678300,19754,VOL,U24
2/26/2017 18:00,4.91,deg C,10678300,19754,VOL,U24
2/26/2017 19:00,4.71,deg C,10678300,19754,VOL,U24
2/26/2017 20:00,4.54,deg C,10678300,19754,VOL,U24
2/26/2017 21:00,4.31,deg C,10678300,19754,VOL,U24
2/26/2017 22:00,4.1,deg C,10678300,19754,VOL,U24
2/26/2017 23:00,3.86,deg C,10678300,19754,VOL,U24
2/27/2017 0:00,3.6,deg C,10678300,19754,VOL,U24
2/27/2017 1:00,3.41,deg C,10678300,19754,VOL,U24
2/27/2017 2:00,3.28,deg C,10678300,19754,VOL,U24
2/27/2017 3:00,3.12,deg C,10678300,19754,VOL,U24
2/27/2017 4:00,2.99,deg C,10678300,19754,VOL,U24
2/27/2017 5:00,2.83,deg C,10678300,19754,VOL,U24
2/27/2017 6:00,2.72,deg C,10678300,19754,VOL,U24
2/27/2017 7:00,2.63,deg C,10678300,19754,VOL,U24
2/27/2017 8:00,2.67,deg C,10678300,19754,VOL,U24
2/27/2017 9:00,2.88,deg C,10678300,19754,VOL,U24
2/27/2017 10:00,3.25,deg C,10678300,19754,VOL,U24
2/27/2017 11:00,3.68,deg C,10678300,19754,VOL,U24
2/27/2017 12:00,4.13,deg C,10678300,19754,VOL,U24
2/27/2017 13:00,4.59,deg C,10678300,19754,VOL,U24
2/27/2017 14:00,4.97,deg C,10678300,19754,VOL,U24
2/27/2017 15:00,5.25,deg C,10678300,19754,VOL,U24
2/27/2017 16:00,5.4,deg C,10678300,19754,VOL,U24
2/27/2017 17:00,5.5,deg C,10678300,19754,VOL,U24
2/27/2017 18:00,5.53,deg C,10678300,19754,VOL,U24
2/27/2017 19:00,5.41,deg C,10678300,19754,VOL,U24
2/27/2017 20:00,5.25,deg C,10678300,19754,VOL,U24
2/27/2017 21:00,5.09,deg C,10678300,19754,VOL,U24
2/27/2017 22:00,4.91,deg C,10678300,19754,VOL,U24
2/27/2017 23:00,4.71,deg C,10678300,19754,VOL,U24
2/28/2017 0:00,4.54,deg C,10678300,19754,VOL,U24
2/28/2017 1:00,4.46,deg C,10678300,19754,VOL,U24
2/28/2017 2:00,4.44,deg C,10678300,19754,VOL,U24
2/28/2017 3:00,4.46,deg C,10678300,19754,VOL,U24
2/28/2017 4:00,4.5,deg C,10678300,19754,VOL,U24
2/28/2017 5:00,4.54,deg C,10678300,19754,VOL,U24
2/28/2017 6:00,4.59,deg C,10678300,19754,VOL,U24
2/28/2017 7:00,4.59,deg C,10678300,19754,VOL,U24
2/28/2017 8:00,4.66,deg C,10678300,19754,VOL,U24
2/28/2017 9:00,4.75,deg C,10678300,19754,VOL,U24
2/28/2017 10:00,5.01,deg C,10678300,19754,VOL,U24
2/28/2017 11:00,5.37,deg C,10678300,19754,VOL,U24
2/28/2017 12:00,5.73,deg C,10678300,19754,VOL,U24
2/28/2017 13:00,6.11,deg C,10678300,19754,VOL,U24
2/28/2017 14:00,6.47,deg C,10678300,19754,VOL,U24
2/28/2017 15:00,6.8,deg C,10678300,19754,VOL,U24
2/28/2017 16:00,7.13,deg C,10678300,19754,VOL,U24
2/28/2017 17:00,7.37,deg C,10678300,19754,VOL,U24
2/28/2017 18:00,7.46,deg C,10678300,19754,VOL,U24
2/28/2017 19:00,7.49,deg C,10678300,19754,VOL,U24
2/28/2017 20:00,7.43,deg C,10678300,19754,VOL,U24
2/28/2017 21:00,7.41,deg C,10678300,19754,VOL,U24
2/28/2017 22:00,7.36,deg C,10678300,19754,VOL,U24
2/28/2017 23:00,7.32,deg C,10678300,19754,VOL,U24
3/1/2017 0:00,7.22,deg C,10678300,19754,VOL,U24
3/1/2017 1:00,7.17,deg C,10678300,19754,VOL,U24
3/1/2017 2:00,7.13,deg C,10678300,19754,VOL,U24
3/1/2017 3:00,7.13,deg C,10678300,19754,VOL,U24
3/1/2017 4:00,7.08,deg C,10678300,19754,VOL,U24
3/1/2017 5:00,7.02,deg C,10678300,19754,VOL,U24
3/1/2017 6:00,7.01,deg C,10678300,19754,VOL,U24
3/1/2017 7:00,7.02,deg C,10678300,19754,VOL,U24
3/1/2017 8:00,7.05,deg C,10678300,19754,VOL,U24
3/1/2017 9:00,7.1,deg C,10678300,19754,VOL,U24
3/1/2017 10:00,7.21,deg C,10678300,19754,VOL,U24
3/1/2017 11:00,7.42,deg C,10678300,19754,VOL,U24
