"Date_Time","Temp","UOM","ProbeID","SID","Collector","ProbeType"
"04/12/23 00:00:00",11.224,"deg C","20763483","16431","ABM","HOBO"
"04/12/23 01:00:00",10.834,"deg C","20763483","16431","ABM","HOBO"
"04/12/23 02:00:00",10.614,"deg C","20763483","16431","ABM","HOBO"
"04/12/23 03:00:00",10.418,"deg C","20763483","16431","ABM","HOBO"
"04/12/23 04:00:00",10.222,"deg C","20763483","16431","ABM","HOBO"
"04/12/23 05:00:00",10.051,"deg C","20763483","16431","ABM","HOBO"
"04/12/23 06:00:00",9.879,"deg C","20763483","16431","ABM","HOBO"
"04/12/23 07:00:00",9.756,"deg C","20763483","16431","ABM","HOBO"
"04/12/23 08:00:00",9.78,"deg C","20763483","16431","ABM","HOBO"
"04/12/23 09:00:00",10.026,"deg C","20763483","16431","ABM","HOBO"
"04/12/23 10:00:00",10.516,"deg C","20763483","16431","ABM","HOBO"
"04/12/23 11:00:00",11.443,"deg C","20763483","16431","ABM","HOBO"
"04/12/23 12:00:00",12.558,"deg C","20763483","16431","ABM","HOBO"
"04/12/23 13:00:00",13.714,"deg C","20763483","16431","ABM","HOBO"
"04/12/23 14:00:00",14.745,"deg C","20763483","16431","ABM","HOBO"
"04/12/23 15:00:00",15.509,"deg C","20763483","16431","ABM","HOBO"
"04/12/23 16:00:00",15.963,"deg C","20763483","16431","ABM","HOBO"
"04/12/23 17:00:00",16.058,"deg C","20763483","16431","ABM","HOBO"
"04/12/23 18:00:00",15.939,"deg C","20763483","16431","ABM","HOBO"
"04/12/23 19:00:00",15.676,"deg C","20763483","16431","ABM","HOBO"
"04/12/23 20:00:00",15.318,"deg C","20763483","16431","ABM","HOBO"
"04/12/23 21:00:00",14.816,"deg C","20763483","16431","ABM","HOBO"
"04/12/23 22:00:00",14.314,"deg C","20763483","16431","ABM","HOBO"
"04/12/23 23:00:00",13.834,"deg C","20763483","16431","ABM","HOBO"
"04/13/23 00:00:00",13.353,"deg C","20763483","16431","ABM","HOBO"
"04/13/23 01:00:00",12.92,"deg C","20763483","16431","ABM","HOBO"
"04/13/23 02:00:00",12.461,"deg C","20763483","16431","ABM","HOBO"
"04/13/23 03:00:00",12.001,"deg C","20763483","16431","ABM","HOBO"
"04/13/23 04:00:00",11.54,"deg C","20763483","16431","ABM","HOBO"
"04/13/23 05:00:00",11.151,"deg C","20763483","16431","ABM","HOBO"
"04/13/23 06:00:00",10.736,"deg C","20763483","16431","ABM","HOBO"
"04/13/23 07:00:00",10.418,"deg C","20763483","16431","ABM","HOBO"
"04/13/23 08:00:00",10.271,"deg C","20763483","16431","ABM","HOBO"
"04/13/23 09:00:00",10.516,"deg C","20763483","16431","ABM","HOBO"
"04/13/23 10:00:00",11.248,"deg C","20763483","16431","ABM","HOBO"
"04/13/23 11:00:00",12.534,"deg C","20763483","16431","ABM","HOBO"
"04/13/23 12:00:00",13.906,"deg C","20763483","16431","ABM","HOBO"
"04/13/23 13:00:00",15.342,"deg C","20763483","16431","ABM","HOBO"
"04/13/23 14:00:00",16.582,"deg C","20763483","16431","ABM","HOBO"
"04/13/23 15:00:00",17.463,"deg C","20763483","16431","ABM","HOBO"
"04/13/23 16:00:00",17.962,"deg C","20763483","16431","ABM","HOBO"
"04/13/23 17:00:00",18.105,"deg C","20763483","16431","ABM","HOBO"
"04/13/23 18:00:00",18.081,"deg C","20763483","16431","ABM","HOBO"
"04/13/23 19:00:00",17.867,"deg C","20763483","16431","ABM","HOBO"
"04/13/23 20:00:00",17.463,"deg C","20763483","16431","ABM","HOBO"
"04/13/23 21:00:00",16.939,"deg C","20763483","16431","ABM","HOBO"
"04/13/23 22:00:00",16.392,"deg C","20763483","16431","ABM","HOBO"
"04/13/23 23:00:00",15.843,"deg C","20763483","16431","ABM","HOBO"
"04/14/23 00:00:00",15.318,"deg C","20763483","16431","ABM","HOBO"
"04/14/23 01:00:00",14.816,"deg C","20763483","16431","ABM","HOBO"
"04/14/23 02:00:00",14.337,"deg C","20763483","16431","ABM","HOBO"
"04/14/23 03:00:00",13.858,"deg C","20763483","16431","ABM","HOBO"
"04/14/23 04:00:00",13.401,"deg C","20763483","16431","ABM","HOBO"
"04/14/23 05:00:00",12.968,"deg C","20763483","16431","ABM","HOBO"
"04/14/23 06:00:00",12.534,"deg C","20763483","16431","ABM","HOBO"
"04/14/23 07:00:00",12.171,"deg C","20763483","16431","ABM","HOBO"
"04/14/23 08:00:00",12.001,"deg C","20763483","16431","ABM","HOBO"
"04/14/23 09:00:00",12.171,"deg C","20763483","16431","ABM","HOBO"
"04/14/23 10:00:00",12.871,"deg C","20763483","16431","ABM","HOBO"
"04/14/23 11:00:00",14.026,"deg C","20763483","16431","ABM","HOBO"
"04/14/23 12:00:00",15.318,"deg C","20763483","16431","ABM","HOBO"
"04/14/23 13:00:00",16.654,"deg C","20763483","16431","ABM","HOBO"
"04/14/23 14:00:00",17.772,"deg C","20763483","16431","ABM","HOBO"
"04/14/23 15:00:00",18.533,"deg C","20763483","16431","ABM","HOBO"
"04/14/23 16:00:00",18.937,"deg C","20763483","16431","ABM","HOBO"
"04/14/23 17:00:00",19.103,"deg C","20763483","16431","ABM","HOBO"
"04/14/23 18:00:00",19.032,"deg C","20763483","16431","ABM","HOBO"
"04/14/23 19:00:00",18.794,"deg C","20763483","16431","ABM","HOBO"
"04/14/23 20:00:00",18.343,"deg C","20763483","16431","ABM","HOBO"
"04/14/23 21:00:00",17.867,"deg C","20763483","16431","ABM","HOBO"
"04/14/23 22:00:00",17.296,"deg C","20763483","16431","ABM","HOBO"
"04/14/23 23:00:00",16.773,"deg C","20763483","16431","ABM","HOBO"
"04/15/23 00:00:00",16.249,"deg C","20763483","16431","ABM","HOBO"
"04/15/23 01:00:00",15.772,"deg C","20763483","16431","ABM","HOBO"
"04/15/23 02:00:00",15.27,"deg C","20763483","16431","ABM","HOBO"
"04/15/23 03:00:00",14.768,"deg C","20763483","16431","ABM","HOBO"
"04/15/23 04:00:00",14.314,"deg C","20763483","16431","ABM","HOBO"
"04/15/23 05:00:00",13.906,"deg C","20763483","16431","ABM","HOBO"
"04/15/23 06:00:00",13.522,"deg C","20763483","16431","ABM","HOBO"
"04/15/23 07:00:00",13.161,"deg C","20763483","16431","ABM","HOBO"
"04/15/23 08:00:00",13.04,"deg C","20763483","16431","ABM","HOBO"
"04/15/23 09:00:00",13.257,"deg C","20763483","16431","ABM","HOBO"
"04/15/23 10:00:00",13.906,"deg C","20763483","16431","ABM","HOBO"
"04/15/23 11:00:00",14.96,"deg C","20763483","16431","ABM","HOBO"
"04/15/23 12:00:00",15.819,"deg C","20763483","16431","ABM","HOBO"
"04/15/23 13:00:00",17.439,"deg C","20763483","16431","ABM","HOBO"
"04/15/23 14:00:00",18.438,"deg C","20763483","16431","ABM","HOBO"
"04/15/23 15:00:00",18.438,"deg C","20763483","16431","ABM","HOBO"
"04/15/23 16:00:00",18.319,"deg C","20763483","16431","ABM","HOBO"
"04/15/23 17:00:00",17.724,"deg C","20763483","16431","ABM","HOBO"
"04/15/23 18:00:00",17.439,"deg C","20763483","16431","ABM","HOBO"
"04/15/23 19:00:00",17.082,"deg C","20763483","16431","ABM","HOBO"
"04/15/23 20:00:00",16.32,"deg C","20763483","16431","ABM","HOBO"
"04/15/23 21:00:00",15.867,"deg C","20763483","16431","ABM","HOBO"
"04/15/23 22:00:00",15.748,"deg C","20763483","16431","ABM","HOBO"
"04/15/23 23:00:00",15.581,"deg C","20763483","16431","ABM","HOBO"
"04/16/23 00:00:00",15.39,"deg C","20763483","16431","ABM","HOBO"
"04/16/23 01:00:00",15.199,"deg C","20763483","16431","ABM","HOBO"
"04/16/23 02:00:00",15.031,"deg C","20763483","16431","ABM","HOBO"
"04/16/23 03:00:00",14.864,"deg C","20763483","16431","ABM","HOBO"
"04/16/23 04:00:00",14.721,"deg C","20763483","16431","ABM","HOBO"
"04/16/23 05:00:00",14.577,"deg C","20763483","16431","ABM","HOBO"
"04/16/23 06:00:00",14.433,"deg C","20763483","16431","ABM","HOBO"
"04/16/23 07:00:00",14.314,"deg C","20763483","16431","ABM","HOBO"
"04/16/23 08:00:00",14.29,"deg C","20763483","16431","ABM","HOBO"
"04/16/23 09:00:00",14.29,"deg C","20763483","16431","ABM","HOBO"
"04/16/23 10:00:00",14.337,"deg C","20763483","16431","ABM","HOBO"
"04/16/23 11:00:00",14.385,"deg C","20763483","16431","ABM","HOBO"
"04/16/23 12:00:00",14.577,"deg C","20763483","16431","ABM","HOBO"
"04/16/23 13:00:00",15.055,"deg C","20763483","16431","ABM","HOBO"
"04/16/23 14:00:00",15.247,"deg C","20763483","16431","ABM","HOBO"
"04/16/23 15:00:00",15.724,"deg C","20763483","16431","ABM","HOBO"
"04/16/23 16:00:00",16.129,"deg C","20763483","16431","ABM","HOBO"
"04/16/23 17:00:00",16.344,"deg C","20763483","16431","ABM","HOBO"
"04/16/23 18:00:00",16.272,"deg C","20763483","16431","ABM","HOBO"
"04/16/23 19:00:00",16.01,"deg C","20763483","16431","ABM","HOBO"
"04/16/23 20:00:00",15.676,"deg C","20763483","16431","ABM","HOBO"
"04/16/23 21:00:00",15.414,"deg C","20763483","16431","ABM","HOBO"
"04/16/23 22:00:00",15.175,"deg C","20763483","16431","ABM","HOBO"
"04/16/23 23:00:00",14.936,"deg C","20763483","16431","ABM","HOBO"
"04/17/23 00:00:00",14.721,"deg C","20763483","16431","ABM","HOBO"
"04/17/23 01:00:00",14.529,"deg C","20763483","16431","ABM","HOBO"
"04/17/23 02:00:00",14.314,"deg C","20763483","16431","ABM","HOBO"
"04/17/23 03:00:00",14.098,"deg C","20763483","16431","ABM","HOBO"
"04/17/23 04:00:00",13.93,"deg C","20763483","16431","ABM","HOBO"
"04/17/23 05:00:00",13.762,"deg C","20763483","16431","ABM","HOBO"
"04/17/23 06:00:00",13.618,"deg C","20763483","16431","ABM","HOBO"
"04/17/23 07:00:00",13.497,"deg C","20763483","16431","ABM","HOBO"
"04/17/23 08:00:00",13.377,"deg C","20763483","16431","ABM","HOBO"
"04/17/23 09:00:00",13.329,"deg C","20763483","16431","ABM","HOBO"
"04/17/23 10:00:00",13.281,"deg C","20763483","16431","ABM","HOBO"
"04/17/23 11:00:00",13.281,"deg C","20763483","16431","ABM","HOBO"
"04/17/23 12:00:00",13.353,"deg C","20763483","16431","ABM","HOBO"
"04/17/23 13:00:00",13.401,"deg C","20763483","16431","ABM","HOBO"
"04/17/23 14:00:00",13.497,"deg C","20763483","16431","ABM","HOBO"
"04/17/23 15:00:00",13.642,"deg C","20763483","16431","ABM","HOBO"
"04/17/23 16:00:00",14.05,"deg C","20763483","16431","ABM","HOBO"
"04/17/23 17:00:00",14.242,"deg C","20763483","16431","ABM","HOBO"
"04/17/23 18:00:00",14.242,"deg C","20763483","16431","ABM","HOBO"
"04/17/23 19:00:00",14.122,"deg C","20763483","16431","ABM","HOBO"
"04/17/23 20:00:00",13.978,"deg C","20763483","16431","ABM","HOBO"
