DATE_TIME,TEMP,UOM,PROBEID,SID,COLLECTOR,PROBE_TYPE
5/1/2012 0:00,12.437,Deg C,984724,16039,VOL,HOBO
5/1/2012 1:00,12.316,Deg C,984724,16039,VOL,HOBO
5/1/2012 2:00,12.171,Deg C,984724,16039,VOL,HOBO
5/1/2012 3:00,12.025,Deg C,984724,16039,VOL,HOBO
5/1/2012 4:00,11.904,Deg C,984724,16039,VOL,HOBO
5/1/2012 5:00,11.783,Deg C,984724,16039,VOL,HOBO
5/1/2012 6:00,11.662,Deg C,984724,16039,VOL,HOBO
5/1/2012 7:00,11.492,Deg C,984724,16039,VOL,HOBO
5/1/2012 8:00,11.346,Deg C,984724,16039,VOL,HOBO
5/1/2012 9:00,11.2,Deg C,984724,16039,VOL,HOBO
5/1/2012 10:00,11.127,Deg C,984724,16039,VOL,HOBO
5/1/2012 11:00,11.053,Deg C,984724,16039,VOL,HOBO
5/1/2012 12:00,11.127,Deg C,984724,16039,VOL,HOBO
5/1/2012 13:00,11.151,Deg C,984724,16039,VOL,HOBO
5/1/2012 14:00,11.37,Deg C,984724,16039,VOL,HOBO
5/1/2012 15:00,11.613,Deg C,984724,16039,VOL,HOBO
5/1/2012 16:00,11.904,Deg C,984724,16039,VOL,HOBO
5/1/2012 17:00,12.316,Deg C,984724,16039,VOL,HOBO
5/1/2012 18:00,12.606,Deg C,984724,16039,VOL,HOBO
5/1/2012 19:00,12.727,Deg C,984724,16039,VOL,HOBO
5/1/2012 20:00,12.727,Deg C,984724,16039,VOL,HOBO
5/1/2012 21:00,12.654,Deg C,984724,16039,VOL,HOBO
5/1/2012 22:00,12.606,Deg C,984724,16039,VOL,HOBO
5/1/2012 23:00,12.485,Deg C,984724,16039,VOL,HOBO
5/2/2012 0:00,12.389,Deg C,984724,16039,VOL,HOBO
5/2/2012 1:00,12.292,Deg C,984724,16039,VOL,HOBO
5/2/2012 2:00,12.171,Deg C,984724,16039,VOL,HOBO
5/2/2012 3:00,12.025,Deg C,984724,16039,VOL,HOBO
5/2/2012 4:00,11.856,Deg C,984724,16039,VOL,HOBO
5/2/2012 5:00,11.686,Deg C,984724,16039,VOL,HOBO
5/2/2012 6:00,11.492,Deg C,984724,16039,VOL,HOBO
5/2/2012 7:00,11.321,Deg C,984724,16039,VOL,HOBO
5/2/2012 8:00,11.175,Deg C,984724,16039,VOL,HOBO
5/2/2012 9:00,11.078,Deg C,984724,16039,VOL,HOBO
5/2/2012 10:00,11.078,Deg C,984724,16039,VOL,HOBO
5/2/2012 11:00,11.151,Deg C,984724,16039,VOL,HOBO
5/2/2012 12:00,11.151,Deg C,984724,16039,VOL,HOBO
5/2/2012 13:00,11.2,Deg C,984724,16039,VOL,HOBO
5/2/2012 14:00,11.346,Deg C,984724,16039,VOL,HOBO
5/2/2012 15:00,11.419,Deg C,984724,16039,VOL,HOBO
5/2/2012 16:00,11.516,Deg C,984724,16039,VOL,HOBO
5/2/2012 17:00,11.734,Deg C,984724,16039,VOL,HOBO
5/2/2012 18:00,11.759,Deg C,984724,16039,VOL,HOBO
5/2/2012 19:00,11.807,Deg C,984724,16039,VOL,HOBO
5/2/2012 20:00,11.832,Deg C,984724,16039,VOL,HOBO
5/2/2012 21:00,11.807,Deg C,984724,16039,VOL,HOBO
5/2/2012 22:00,11.783,Deg C,984724,16039,VOL,HOBO
5/2/2012 23:00,11.759,Deg C,984724,16039,VOL,HOBO
5/3/2012 0:00,11.734,Deg C,984724,16039,VOL,HOBO
5/3/2012 1:00,11.686,Deg C,984724,16039,VOL,HOBO
5/3/2012 2:00,11.637,Deg C,984724,16039,VOL,HOBO
5/3/2012 3:00,11.565,Deg C,984724,16039,VOL,HOBO
5/3/2012 4:00,11.467,Deg C,984724,16039,VOL,HOBO
5/3/2012 5:00,11.37,Deg C,984724,16039,VOL,HOBO
5/3/2012 6:00,11.273,Deg C,984724,16039,VOL,HOBO
5/3/2012 7:00,11.151,Deg C,984724,16039,VOL,HOBO
5/3/2012 8:00,11.078,Deg C,984724,16039,VOL,HOBO
